,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,y_test,y_pred
43992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92438,0.0,0.0,0.0,0.0,0.0,0.0
63794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88145,0.0,0.9
95640,0.7872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84596,0.0,0.0,0.0,0.0,0.0,0.2
115006,0.0,0.82782,0.0,0.0,0.0,0.0,0.0,0.72026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40723,0.0,0.0,0.0,0.0,0.0,0.0,0.83576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
91826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67355,0.0,0.0,0.0,0.0,0.0,0.0,0.9
61323,0.0,0.0,0.0,0.84117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28844,0.0,0.0,0.0,0.0,0.0,0.59492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39557,1.0,1.0
23015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50634,0.0,0.0,0.0,0.0,1.0,0.8
104208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51932,0.0,0.0,0.0,0.0,0.0,0.9
61188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90854,0.0,0.0,0.3419,0.0,1.0,0.1
88058,0.0,0.0,0.0,0.0,0.0,0.0,0.86614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
24995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77655,0.77655,0.0,0.0,0.0,0.0,0.4
16895,0.79908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
19697,0.0,0.0,0.0,0.81353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62576,0.0,0.0,0.0,0.0,1.0,0.0
18036,0.0,0.0,0.0,0.0,0.82546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
6414,0.0,0.0,0.0,0.0,0.0,0.78759,0.0,0.0,0.56367,0.0,0.0,0.0,0.0,1.0,0.5
20821,0.83757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
55109,0.0,0.84962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
32854,0.0,0.0,0.0,0.0,0.0,0.86725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8438,1.0,0.4
1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87788,1.0,0.7
51173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31025,1.0,1.0
97816,0.0,0.0,0.0,0.78924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82865,0.47057,0.52994,0.57221,0.0,1.0,0.4
78914,0.0,0.0,0.0,0.0,0.80054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
110760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91022,0.0,0.0,0.0,0.0,0.0,0.9
15766,0.0,0.0,0.0,0.0,0.0,0.71768,0.0,0.0,0.723,0.0,0.86285,0.0,0.0,0.0,0.0
59433,0.0,0.0,0.0,0.0,0.0,0.59079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116199,0.0,0.0,0.0,0.0,0.0,0.0,0.68046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28050,0.0,0.0,0.0,0.0,0.85992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79921,0.0,0.0,0.0,0.0,0.8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75278,0.0,0.0,0.0,0.0,0.0,1.0,0.2
28687,0.0,0.0,0.0,0.7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72358,0.0,0.0,0.0,0.0,0.0,0.26601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100322,0.78473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39402,1.0,0.7
53440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88599,0.30286,0.86178,0.0,0.0,0.0,0.0
13145,0.0,0.0,0.0,0.0,0.0,0.72078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92817,0.0,0.0,0.0,0.0
45378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4893,0.0,1.0,0.8
14130,0.0,0.0,0.0,0.0,0.0,0.32797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
103727,0.0,0.0,0.0,0.0,0.0,0.87663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104647,0.0,0.0,0.0,0.0,0.0,0.0,0.86681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90514,0.0,0.0,0.76631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
46809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806,0.0,0.0,0.0,0.0,1.0
78058,0.81614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
24810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27853,0.72599,0.0,0.0,0.0,0.51126,1.0,0.8
22330,0.0,0.0,0.0,0.0,0.0,0.88371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85527,0.0,0.0,0.0,0.0,0.0,0.79354,0.0,0.0,0.0,0.54364,0.0,0.0,0.0,0.0,0.4
116497,0.0,0.0,0.0,0.0,0.0,0.82121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
20576,0.0,0.0,0.0,0.0,0.0,0.0,0.76337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48419,0.0,0.0,0.76175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84764,0.0,0.0,0.0,0.0,0.0,1.0,0.9
18017,0.0,0.0,0.0,0.0,0.0,0.32501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32469,1.0,0.4
75116,0.83885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388,0.0,0.0,0.0,1.0,0.8
112175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54963,0.0,0.0,0.0,0.0,0.0,0.0,0.4
75993,0.77985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
60936,0.0,0.0,0.0,0.0,0.0,0.45022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55660,0.0,0.77372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8417,0.0,0.0,0.93664,0.0,1.0,1.0
107291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,1.0
7478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53851,0.0,0.0,0.0,0.0,0.9
12238,0.0,0.82708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
6622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9255,0.0,0.0,1.0
38318,0.0,0.83668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88356,0.0,0.0,0.0,0.0,0.3
79812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34926,1.0,0.1
85537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6497,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28759,0.0,1.0,0.8
42308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58266,0.0,0.0,0.0,0.0,1.0,0.1
65342,0.0,0.0,0.0,0.0,0.0,0.61677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87894,0.8974,0.0,0.0,0.0,0.0,0.5
60345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25775,0.0,0.0,0.0,0.0,0.0,1.0,0.7
44923,0.76313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
104522,0.0,0.85131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
40859,0.0,0.0,0.0,0.0,0.0,0.0,0.89482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41432,0.0,0.0,0.0,0.0,0.0,0.0,0.6937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39403,0.0,0.0,0.0,0.0,0.0,0.0,0.4
113249,0.0,0.0,0.0,0.0,0.0,0.0,0.82824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46259,0.0,0.0,0.0,0.0,0.0,0.85476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43118,0.841,0.0,0.0,0.0,0.0,0.7
13796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82861,0.0,0.0,0.0,0.0,0.8
94804,0.0,0.76716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
11876,0.0,0.0,0.0,0.0,0.0,0.0,0.86113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11567,0.0,0.79571,0.0,0.0,0.0,0.0,0.0,0.0,0.90754,0.0,0.0,0.0,0.0,1.0,0.0
85556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28337,1.0,0.9
7242,0.0,0.0,0.0,0.0,0.0,0.44471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
110915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77889,0.0,0.0,0.0,0.0,0.0,0.4
93635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39361,0.0,1.0,0.6
107930,0.0,0.0,0.0,0.80372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443,0.0,1.0,0.7
4841,0.0,0.0,0.0,0.0,0.0,0.0,0.92791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25215,0.0,0.77457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
19424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82137,0.0,0.0,0.0,0.0,0.0,1.0
14123,0.0,0.0,0.0,0.0,0.0,0.0,0.91155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71705,0.84081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113045,0.0,0.0,0.0,0.0,0.0,0.0,0.93455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56961,0.91268,0.0,0.0,0.85449,0.0,0.0
67546,0.0,0.0,0.0,0.84235,0.0,0.75369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36659,0.0,0.0,0.0,0.0,0.0,0.0,0.2
23640,0.0,0.0,0.0,0.0,0.0,0.0,0.8663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77228,0.0,1.0,0.4
104348,0.0,0.0,0.0,0.0,0.0,0.43537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
85067,0.0,0.0,0.0,0.90169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43465,0.0,0.0,0.0,0.79255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64342,0.0,0.0,0.0,0.82077,0.0,0.0,0.0,0.0,0.69555,0.0,0.0,0.0,0.0,0.0,0.0
11532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85961,0.0,0.75562,0.40609,1.0,0.3
72643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51795,0.0,0.0,0.0,0.0,0.0,0.0,0.1
86018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86254,0.0,0.0,0.0,0.0,0.0,0.4
37110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39178,0.89297,0.85644,0.0,0.89297,0.0,0.4
104304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90018,1.0,0.8
7224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33625,0.0,0.0,0.0,0.0,0.0,0.0,0.3
59492,0.0,0.80301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
86002,0.0,0.0,0.0,0.0,0.0,0.82768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81663,0.0,1.0,0.6
56458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43308,0.41798,0.43402,0.0,0.0,1.0,0.3
24353,0.0,0.0,0.0,0.0,0.0,0.0,0.78732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
77995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45467,0.0,0.0,0.0,0.0,1.0,0.0
86978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27018,1.0,0.9
105994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41152,1.0,1.0
70586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042,0.0,0.0,0.0,0.0,0.0,1.0,0.6
84973,0.0,0.0,0.0,0.0,0.0,0.32804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
61241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76829,0.0,0.0,0.0,0.0,1.0
113374,0.0,0.0,0.0,0.0,0.0,0.81084,0.0,0.0,0.0,0.89679,0.907,0.0,0.0,0.0,0.2
55742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25961,1.0,1.0
19482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25051,0.0,0.0,0.0,0.0,0.2
59178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68594,0.0,0.0,0.0,0.0,0.0,1.0
36482,0.86528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
11259,0.0,0.0,0.0,0.0,0.84324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34306,0.0,0.0,0.0,0.0,0.75821,1.0,0.8
68770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88253,0.0,0.0,0.0,0.0,0.8
47333,0.0,0.0,0.0,0.81392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
30831,0.0,0.0,0.0,0.78088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
65909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55559,1.0,1.0
69601,0.0,0.0,0.0,0.0,0.0,0.0,0.87791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90762,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43848,0.0,0.0,0.0,0.0,1.0,0.0
67408,0.0,0.0,0.0,0.0,0.0,0.0,0.89739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37504,0.89899,0.85888,0.0,0.34367,0.0,0.5
87789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50105,0.0,0.0,0.78205,1.0,0.2
17349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84213,0.84213,0.69867,0.0,0.0,1.0,0.1
85816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83858,0.0,0.0,0.0,1.0,1.0
42775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60098,0.8159,0.0,0.0,0.0,1.0,0.2
16712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83591,0.0,0.0,0.0,0.0,0.0,0.6
92897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85309,0.0,1.0,1.0
100802,0.0,0.0,0.0,0.0,0.0,0.0,0.80182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
59562,0.0,0.89049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
50607,0.0,0.0,0.0,0.0,0.0,0.47941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78820,0.0,0.0,0.0,0.0,0.0,0.0,0.76965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
113248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85573,0.67004,0.0,0.0,0.0,0.0,0.5
28624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86886,0.0,0.0,0.0,0.0,0.0,0.8
9488,0.0,0.0,0.0,0.0,0.0,0.0,0.78816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29884,0.0,0.0,0.0,0.0,0.0,0.0,0.1
38577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79355,0.79355,0.83077,0.0,0.41096,0.0,0.1
50701,0.0,0.0,0.0,0.0,0.0,0.0,0.33216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37702,0.0,0.82284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
104913,0.0,0.0,0.0,0.0,0.0,0.81419,0.0,0.0,0.68492,0.0,0.0,0.0,0.0,0.0,0.1
40595,0.0,0.78598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
44799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87846,0.0,0.0,0.88696,0.0,1.0,1.0
22702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89132,0.0,0.0,0.0,0.0,1.0,0.8
56940,0.0,0.0,0.0,0.81643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95727,0.75343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
98639,0.0,0.0,0.0,0.89826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115598,0.0,0.0,0.0,0.0,0.0,0.0,0.28013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
83422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40641,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62893,0.62893,0.0,0.0,0.0,0.0,0.7
21441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90793,1.0,1.0
21051,0.0,0.0,0.0,0.0,0.0,0.0,0.92433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
93915,0.0,0.0,0.0,0.75837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
21355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5406,0.0,0.0,0.0,0.0,0.2
6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35376,0.0,0.0,0.57869,0.0,1.0,0.2
111538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26204,0.0,0.0,0.0,0.0,0.0,1.0,0.3
96580,0.0,0.0,0.0,0.0,0.0,0.51983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
38695,0.0,0.0,0.0,0.0,0.0,0.36942,0.0,0.0,0.0,0.60897,0.0,0.0,0.0,0.0,0.8
22477,0.0,0.0,0.0,0.0,0.0,0.0,0.85088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
55209,0.0,0.0,0.0,0.0,0.0,0.0,0.82371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
105038,0.86009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35
40218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86599,0.0,0.87399,0.0,0.0,0.0,0.0
62834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922,0.0,0.0,0.0,0.0,0.55
87192,0.0,0.0,0.0,0.0,0.0,0.85217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96896,0.0,0.0,0.0,0.85089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6141,0.0,0.0,0.0,0.0,0.0,0.0,0.1
86671,0.0,0.75064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
63216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41182,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90037,0.7819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43886,0.0,0.0,0.0,1.0,0.5
83592,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
97761,0.0,0.0,0.0,0.0,0.0,0.71135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
30390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61477,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46929,0.0,0.0,0.0,0.8391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47941,0.0,0.0,0.0,0.76139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
16900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75539,0.9001,0.0,0.0,0.0,1.0,1.0
67139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77134,0.0,0.28619,0.0,0.0,0.0,0.2
96603,0.0,0.0,0.0,0.0,0.85598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8706,0.0,0.0,0.0,0.0,0.0,0.58867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76548,0.0,0.0,0.0,1.0,0.4
31527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32309,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84677,0.0,0.0,0.0,0.0,0.0,0.0,0.78275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30718,0.0,0.0,0.9
83350,0.0,0.0,0.0,0.8096,0.8096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42640,0.0,0.0,0.0,0.0,0.0,0.47028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82995,0.0,0.0,0.0,0.0,0.0,0.1
88222,0.82981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60476,0.0,1.0
7936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48234,0.0,0.0,0.0,0.0,0.0,1.0,0.4
87578,0.0,0.0,0.0,0.0,0.0,0.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
30056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49051,0.0,0.0,0.0,0.0,0.0,0.1
52160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002,0.0,0.0,0.0,0.0,0.0,0.9
24553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33597,1.0,0.3
63167,0.0,0.0,0.0,0.0,0.0,0.45995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
53800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71463,0.0,0.0,0.0,0.0,0.0,0.0,0.6
11565,0.0,0.0,0.0,0.0,0.0,0.26353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61516,0.0,0.0,0.0,0.89671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
51660,0.0,0.0,0.0,0.0,0.78263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80341,1.0,0.5
69919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91014,1.0,0.8
