,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
105773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
38403,0.0,0.0,0.0,0.0,0.0,0.0,0.54733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586,0.0,0.0,0.0,0.0,1.0,0.3
93072,0.0,0.0,0.0,0.0,0.0,0.83741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
38898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27839,0.0,0.0,0.0,0.0,0.0,0.25245,0.0,1.0,0.5
37604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18099,0.0,0.0,0.0,0.75334,0.0,0.0,0.0,0.0,0.72864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
16853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84545,0.0,0.0,0.72694,0.0,0.0,0.0,0.0,1.0,0.7
99281,0.0,0.0,0.0,0.0,0.0,0.65024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71717,0.41889,0.0,0.0,0.0,0.0,0.84501,0.0,0.0,0.2
110754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
75075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
55688,0.0,0.0,0.0,0.0,0.0,0.76244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44647,0.91918,0.0,0.0,0.2
72236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,1.0,1.0
72607,0.0,0.75252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
66201,0.0,0.0,0.0,0.0,0.0,0.0,0.78023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68513,0.8014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
47372,0.0,0.0,0.0,0.0,0.0,0.8523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
15146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87909,0.88776,0.86164,0.0,0.0,0.0,0.0,0.0,0.0,0.3
48842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108782,0.86457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79979,0.0,0.0,0.0,0.0,0.0,0.0,0.2
23932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
111049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68631,0.0,0.0,0.0,1.0,1.0
40161,0.0,0.0,0.0,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60102,0.0,0.0,0.0,0.0,0.0,0.88195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
101520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88853,0.9279,0.87314,0.0,0.62683,0.0,0.0,0.0,0.0,0.0
59792,0.0,0.0,0.7505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28355,0.75595,0.0,0.59631,0.0,0.0,0.0,0.0,1.0,1.0
69983,0.0,0.0,0.0,0.0,0.0,0.42995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
111325,0.0,0.75391,0.0,0.0,0.0,0.56151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100294,0.81945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
71481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90519,0.0,0.95037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53234,0.0,0.0,0.0,0.0,0.0,1.0
58902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
51191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85813,0.0,0.51472,0.0,0.0,0.0,0.0,0.0,1.0,0.5
21883,0.0,0.0,0.0,0.77276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
66613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
94376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71769,0.89187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
60808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
62319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
91961,0.0,0.0,0.0,0.0,0.0,0.0,0.90375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
87087,0.0,0.0,0.0,0.0,0.0,0.0,0.86301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49498,0.49498,0.93885,0.0,0.0,0.0,0.0,0.0,0.0,0.3
48107,0.0,0.0,0.0,0.0,0.0,0.79941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34519,0.0,0.74042,0.0,0.83657,0.0,0.0,0.0,0.0,0.3
115952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
103290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73906,0.0,0.0,0.0,0.0,1.0
15827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
29373,0.0,0.0,0.0,0.83824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
52762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26858,0.0,0.0,0.0,0.0,0.0,0.0,0.87204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76621,0.0,0.0,0.0,0.0,0.0,0.69139,0.0,0.0,0.6
98708,0.0,0.0,0.0,0.0,0.0,0.27953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1933,0.0,0.0,0.0,0.0,0.0,0.68903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50869,0.0,0.0,0.0,0.0,0.0,0.31016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
19186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3929,0.37295,0.0,0.0,0.0,0.0,0.7
42422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63917,0.0,0.0,0.0,0.0,1.0,1.0
94766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
114038,0.0,0.0,0.0,0.0,0.0,0.40155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42797,0.0,0.0,0.8
89744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92023,0.95449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80595,0.80681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4548,0.0,0.0,0.0,0.0,0.0,0.4319,0.0,0.0,0.0,0.0,0.0,0.5566,0.0,0.0,0.0,0.0,1.0,0.4
72718,0.0,0.0,0.76668,0.0,0.0,0.0,0.0,0.0,0.88873,0.52364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
89141,0.80211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9743,0.0,0.77243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
54076,0.0,0.0,0.0,0.0,0.0,0.66591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38466,0.0,0.0,0.0,0.0,0.0,0.0,0.61794,0.0,0.0,0.6
57925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8727,0.25029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
84795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
62506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43066,0.69809,0.88239,0.0,0.0,0.0,0.0,0.0,0.0,0.4
77741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79403,0.0,0.0,0.0,0.0,1.0,1.0
69863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36597,0.84164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
107625,0.0,0.0,0.0,0.0,0.0,0.81621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3893,0.0,1.0,0.3
37103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82994,0.0,0.0,0.0,1.0,1.0
111465,0.78015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
74342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,0.0,0.25619,0.0,0.0,0.0,0.0,0.8
47223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78675,0.78675,0.90164,0.0,0.0,0.0,0.0,0.0,0.0,0.1
92806,0.0,0.0,0.0,0.0,0.0,0.0,0.66598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91068,0.0,0.0,0.55397,0.0,0.0,0.0,0.0,1.0,0.2
18757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92784,0.0,0.0,0.0,1.0,0.9
100606,0.75254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
72243,0.0,0.0,0.0,0.0,0.0,0.27596,0.0,0.0,0.0,0.0,0.0,0.55308,0.0,0.0,0.0,0.0,0.0,0.1
84091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30065,0.0,0.0,0.0,1.0,1.0
87509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
40075,0.78381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
104712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86176,0.0,0.0,0.6
28313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
69292,0.0,0.0,0.0,0.0,0.0,0.0,0.87277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
84207,0.75187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
48264,0.0,0.0,0.0,0.0,0.0,0.80021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
112870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62243,0.65324,0.0,0.0,0.0,0.0,0.7
70369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
75659,0.0,0.0,0.0,0.0,0.0,0.72495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64410,0.0,0.0,0.0,0.0,0.0,0.71214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
84916,0.0,0.88949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
22894,0.0,0.0,0.0,0.80111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29093,0.48291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
87020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
36629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93048,0.0,0.0,0.0,1.0,1.0
3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46472,0.60727,0.0,0.0,0.0,0.0,0.6
35697,0.0,0.0,0.0,0.0,0.77834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65870,0.0,0.0,0.78312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88274,0.85617,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51686,0.9417,0.0,0.0,0.0,0.0,0.0,1.0,0.2
102973,0.0,0.0,0.0,0.0,0.0,0.0,0.82962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6811,0.0,0.0,0.0,0.0,0.75689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25222,0.88117,0.0,0.0,0.1
23715,0.77208,0.0,0.0,0.0,0.0,0.84165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63593,0.0,0.0,0.0
89704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
5196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48862,0.0,0.0,0.0,0.0,0.0,0.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
45607,0.0,0.0,0.0,0.0,0.0,0.0,0.39242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65965,0.0,0.0,0.0,0.0,0.0,0.0,0.71227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89904,0.91021,0.89337,0.0,0.0,0.0,0.0,0.0,0.0,0.3
73467,0.0,0.0,0.0,0.0,0.0,0.79781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50312,0.0,0.0,0.0
32986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82224,0.0,0.0,0.82224,0.0,0.0,0.0,0.0,1.0,1.0
82263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32756,0.0,0.0,0.0,0.0,1.0
2081,0.0,0.0,0.0,0.8485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68756,0.0,0.39335,0.0,0.0,0.0,0.0,0.0,0.0,0.3
57006,0.0,0.0,0.0,0.0,0.0,0.65916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
92507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69559,0.0,0.0,0.0
51328,0.0,0.0,0.0,0.0,0.0,0.73242,0.0,0.0,0.85891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
22172,0.0,0.0,0.0,0.0,0.0,0.51784,0.0,0.0,0.0,0.55086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100218,0.0,0.0,0.0,0.0,0.0,0.71385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82570,0.0,0.0,0.0,0.81961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88713,0.0,0.0,0.1
3716,0.75865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64413,0.0,0.0,0.0,0.0,0.0,0.0,0.91739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
53699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79822,0.0,0.0,0.0,0.0,0.0,0.47444,0.0,0.0,0.1
19821,0.0,0.0,0.0,0.0,0.0,0.5096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
56782,0.0,0.0,0.0,0.0,0.0,0.0,0.85136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84623,0.0,0.0,0.0,0.0,0.0,1.0
28060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28114,0.0,0.0,0.0,1.0,1.0
95754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78468,0.0,1.0,0.2
60363,0.0,0.0,0.0,0.0,0.0,0.54443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57717,0.0,0.0,0.0,0.0,0.0,0.0,0.78258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62136,0.0,0.0,0.0,0.0
43196,0.0,0.0,0.0,0.0,0.0,0.87479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84553,0.0,0.0,0.8
21508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8686,0.91948,0.91829,0.0,0.91948,0.0,0.0,0.0,0.0,0.0
78082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47846,0.0,1.0,0.8
68632,0.0,0.0,0.0,0.76967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34005,0.0,0.0,0.78053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
88468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89345,0.0,0.0,0.89345,0.0,0.0,0.0,0.0,1.0,0.9
28320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70615,0.0,0.0,0.0,0.0,0.0,0.87772,0.0,0.78175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
1028,0.0,0.0,0.0,0.79807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67107,0.0,0.0,0.0,0.0,0.0,0.0,0.88017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
22666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85466,0.0,0.0,0.2
13267,0.0,0.0,0.0,0.8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18651,0.0,0.0,0.0,0.8658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
12391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42362,0.92115,0.0,0.42362,0.0,0.0,0.0,0.0,0.1
16712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83591,0.0,0.0,0.0,0.0,0.0,0.88542,0.0,0.0,0.2
35421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
72820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
70585,0.0,0.81499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2789,0.0,0.0,0.0,0.80628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65442,0.0,0.0,0.0,0.0,0.0,0.87484,0.0,0.0,0.90822,0.90464,0.75131,0.0,0.0,0.0,0.0,0.0,0.0,0.2
17415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48297,0.0,0.0,0.0,0.0,0.0,0.50779,0.0,0.0,0.0,0.3669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9866,0.0,0.0,0.0,0.0,0.0,0.0,0.94883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362,0.64103,0.0,0.0,0.0,0.0,0.0,0.0,0.2
7518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88687,0.0,0.0,0.0,1.0,0.3
7415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101506,0.0,0.0,0.0,0.0,0.0,0.59027,0.0,0.0,0.0,0.0,0.0,0.89963,0.0,0.0,0.0,0.0,0.0,0.6
