,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,surfboard,chair,couch,potted plant,bed,dining table,toilet,tv,refrigerator,y_test,y_pred
15569,0.0,0.0,0.0,0.0,0.0,0.27599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
72240,0.0,0.76082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72242,0.0,0.0,0.0,1.0,1.0
61091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87495,0.89975,0.6955,0.4607,0.91453,0.0,0.0,0.0,0.0,0.5
36378,0.0,0.0,0.0,0.0,0.0,0.49812,0.0,0.69742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
90295,0.0,0.0,0.0,0.0,0.0,0.0,0.28812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76748,0.0,0.0,0.0,0.85038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85388,0.0,0.0,0.0,1.0,1.0
12555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76621,0.0,0.0,0.0,0.0,0.0,0.69139,0.0,0.0,0.2
81685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722,0.0,1.0,0.8
36670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84892,0.0,0.0,0.36116,0.0,0.0,0.0,0.0,1.0,0.3
94242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89045,0.0,0.0,0.0,1.0,0.4
61842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
67712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38343,0.25986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
93021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33067,0.0,0.0,0.0,0.0,1.0
16842,0.0,0.8942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87941,0.91184,0.87941,0.0,0.0,0.0,0.0,0.0,0.0,0.1
97828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48144,0.0,0.0,0.0,1.0,0.8
109506,0.0,0.0,0.0,0.77967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
10556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101563,0.0,0.0,0.0,0.0,0.0,0.85245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8441,0.0,0.0,0.0,0.0,1.0
40075,0.78381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96124,0.0,0.0,0.0,0.0,0.0,0.90956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52507,0.0,0.0,0.0,0.0,0.0,0.8769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33756,0.0,0.91448,0.0,0.0,0.0,0.0,0.0,1.0,0.1
100277,0.0,0.0,0.0,0.0,0.0,0.0,0.30713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
97440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65728,0.0,0.82662,0.0,0.0,0.0,0.0,0.4
115294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86914,0.0,0.91263,0.0,0.0,0.0,0.0,0.0,0.0,0.3
100324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.0,0.0,0.0,1.0,1.0
97782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
40599,0.0,0.0,0.0,0.0,0.0,0.87231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4157,0.0,1.0,0.5
36077,0.0,0.0,0.0,0.0,0.0,0.85987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31666666666666665
23301,0.0,0.0,0.81558,0.0,0.0,0.0,0.0,0.80526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
45924,0.0,0.0,0.0,0.0,0.0,0.3261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707,0.28691,0.0,0.0,0.0,0.0,0.0,0.0,0.5
76764,0.0,0.75535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
46288,0.0,0.0,0.0,0.0,0.0,0.88319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71604,0.0,0.0,0.0,0.0,0.0,0.43757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62599,0.75914,0.31301,0.85541,0.0,0.0,0.0,0.0,1.0,0.8
93130,0.7589,0.0,0.0,0.0,0.0,0.66924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
8231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65488,0.0,0.0,0.1
64588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
80105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
7230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82385,0.0,0.0,0.92621,0.0,0.0,0.0,0.0,1.0,1.0
53300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82408,0.0,0.0,0.93994,0.0,0.0,0.0,0.0,1.0,1.0
27870,0.0,0.0,0.0,0.0,0.0,0.0,0.54369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
110509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84456,0.0,0.84456,0.0,0.0,0.0,0.0,0.7
21724,0.0,0.0,0.79437,0.0,0.0,0.0,0.0,0.0,0.7507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
83145,0.0,0.84423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
68988,0.0,0.0,0.0,0.0,0.0,0.0,0.43146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43907,0.0,0.84641,0.0,0.0,0.0,0.0,1.0,0.5
45806,0.0,0.75231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
95606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88116,0.56164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
39205,0.0,0.0,0.0,0.0,0.0,0.25047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
30737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27569,0.0,0.0,0.0,1.0,1.0
92113,0.0,0.0,0.0,0.0,0.0,0.0,0.7318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
38750,0.0,0.81088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
17864,0.0,0.0,0.0,0.79521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
39675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38454,0.0,0.0,1.0
23444,0.0,0.0,0.0,0.0,0.0,0.9321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9389,0.0,0.0,0.0,0.0,0.0,0.76072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
13108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89749,0.0,0.0,0.0,0.0,1.0,1.0
101995,0.0,0.76035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
15440,0.0,0.0,0.0,0.0,0.0,0.0,0.48767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35
66255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75446,0.90288,0.86207,0.0,0.40715,0.0,0.0,0.0,0.0,0.4
58169,0.0,0.0,0.0,0.81094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102115,0.0,0.76495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85
47413,0.0,0.0,0.0,0.0,0.0,0.0,0.83329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91181,0.0,0.0,0.0
66822,0.0,0.77943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
55893,0.78456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
13931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39886,0.67744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
108995,0.0,0.0,0.0,0.75762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62486,0.0,0.0,0.0,1.0,1.0
67007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49717,0.92422,0.0,0.0,0.0,0.0,0.0,0.0,0.2
45296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58774,0.0,0.0,0.0,0.0,1.0,1.0
78940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28817,0.0,0.0,0.0,1.0,0.8
100511,0.0,0.0,0.0,0.7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
118090,0.0,0.0,0.0,0.0,0.0,0.51451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51005,0.0,0.0,0.0,0.81532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8161,0.0,0.0,0.0,0.0,1.0,0.7
53807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73664,0.0,0.0,0.0,0.76941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74711,0.0,0.0,0.0,0.0,0.0,0.0,0.80054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
98385,0.83216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
43827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468,0.0,0.0,0.0,1.0,1.0
69084,0.0,0.79175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
9332,0.0,0.75858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17018,0.0,0.80195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
51217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
97433,0.0,0.78308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
54262,0.0,0.0,0.0,0.0,0.0,0.86777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
62663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83268,0.0,0.0,0.0
117434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47448,0.0,0.0,0.0,0.0,1.0,0.1
8265,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
79682,0.82169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
81480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25553,0.0,0.0,0.0,1.0,1.0
72117,0.0,0.0,0.78432,0.0,0.0,0.0,0.86784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
106365,0.0,0.0,0.0,0.0,0.0,0.0,0.27412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45291,0.76538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70939,0.0,0.0,0.0,1.0,1.0
5641,0.0,0.0,0.0,0.0,0.0,0.0,0.68719,0.0,0.0,0.0,0.0,0.75377,0.0,0.0,0.0,1.0,0.8
6987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39197,0.0,0.0,0.2
73333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81907,0.0,0.0,0.0,0.0,1.0,1.0
63927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72588,0.0,0.0,0.0,0.0,0.0,1.0
69895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
33776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
83058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84283,0.0,0.0,0.0,1.0,0.5
59863,0.0,0.0,0.0,0.0,0.0,0.8696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87415,0.0,0.0,0.0,0.0,0.0,0.58568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038,0.0,0.0,0.0,0.79164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90117,0.77408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
45563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9805,0.0,0.0,0.0,0.0,0.0,0.74026,0.0,0.0,0.74414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
75012,0.0,0.0,0.0,0.0,0.0,0.43207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85322,0.0,0.0,0.0,0.0,1.0,1.0
90511,0.0,0.0,0.0,0.86254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
84922,0.0,0.0,0.0,0.0,0.80371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
95332,0.0,0.0,0.0,0.8615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27044,0.0,0.80132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
65116,0.0,0.85669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58855,0.0,0.0,0.1
47557,0.0,0.8056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7
114499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91658,0.0,0.0,0.0,1.0,0.1
101013,0.0,0.0,0.0,0.0,0.0,0.76945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25927,0.0,0.77905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68756,0.0,0.39335,0.0,0.0,0.0,0.0,0.0,0.0,0.2
37794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32737,0.0,0.0,0.0,1.0,0.7
2306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6872,0.79332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84814,0.80845,0.0,0.0,0.0,0.0,0.0,0.0,0.3
77128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27727,0.0,0.0,0.0,0.0,0.9
31090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41365,0.0,0.85373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
76935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
77341,0.0,0.0,0.0,0.0,0.78608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66033,0.0,0.0,0.0
41702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48189,0.0,0.0,0.0,0.0,0.0,0.56711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81421,0.0,0.0,0.0
25641,0.0,0.0,0.0,0.0,0.0,0.0,0.85583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
55504,0.0,0.0,0.0,0.0,0.0,0.88355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9324,0.0,0.0,0.0,0.0,1.0,1.0
111984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21474,0.0,0.78733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62403,0.0,0.75873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
64676,0.0,0.0,0.0,0.8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14191,0.0,0.0,0.0,0.78864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88821,0.0,0.40045,0.0,0.62969,0.0,0.0,0.0,0.0,0.2
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84678,0.0,0.89419,0.0,0.0,0.0,0.0,0.0,0.0,0.2
42544,0.0,0.0,0.0,0.0,0.0,0.56412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113406,0.0,0.0,0.0,0.86025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8617,0.90426,0.0,0.25836,0.0,0.0,0.0,0.0,0.4
117557,0.0,0.0,0.0,0.77193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.0,1.0,1.0
104384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42582,0.0,0.0,0.68812,0.0,0.0,0.0,0.0,0.9
49517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
59387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72065,0.0,0.0,0.0,1.0,1.0
52698,0.0,0.0,0.77667,0.0,0.0,0.0,0.0,0.0,0.85918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
63915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64623,0.0,0.0,0.0,1.0,1.0
9883,0.0,0.0,0.0,0.75014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
66193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91159,0.0,0.0,0.0,0.0,0.5
107204,0.0,0.0,0.0,0.0,0.0,0.0,0.55597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
116227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8495,0.0,0.77243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6763,0.0,0.0,0.0,0.0,1.0,0.3
11581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61414,0.0,1.0,0.3
114021,0.0,0.0,0.0,0.0,0.0,0.0,0.54492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
71103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3789,0.50825,0.0,1.0,0.0
52805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8274,0.0,0.36635,0.0,0.8274,0.0,0.0,0.0,0.0,0.4
91442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81164,0.89296,0.0,0.73868,0.0,0.0,0.0,0.0,0.0
50331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31566,0.0,0.0,0.9
82683,0.0,0.0,0.0,0.0,0.0,0.0,0.86144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
16960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
40115,0.0,0.0,0.0,0.0,0.0,0.81033,0.0,0.0,0.50061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
91270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87454,0.0,0.0,0.0,1.0,1.0
5926,0.0,0.0,0.0,0.0,0.0,0.65847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
70614,0.0,0.0,0.0,0.0,0.0,0.0,0.44351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40842,0.71525,0.88724,0.0,0.0,0.0,0.0,0.0,0.0,0.2
88222,0.82981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60476,0.0,0.0,0.0,0.0,1.0
51684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29488,0.0,0.0,0.0,1.0,1.0
86768,0.0,0.81417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
