,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,tv,refrigerator,y_test,y_pred
84376,0.0,0.78851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
41250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46531,0.0,0.0,1.0,1.0
106334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87515,0.0,0.0,0.0,0.37689,0.0,0.0,0.0,0.3
87660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88048,0.0,1.0,0.0
67829,0.0,0.0,0.0,0.0,0.0,0.43189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89956,0.90394,0.88303,0.88303,0.0,0.0,0.0,0.0,0.2
81446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89078,0.4763,0.0,0.45036,0.0,0.0,0.0,1.0,0.7
94083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75225,0.0,0.0,0.0,0.0,0.0,1.0,0.8
15028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90829,0.0,0.0,0.71456,0.0,0.0,0.0,0.2
69413,0.0,0.0,0.0,0.0,0.0,0.45444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89045,0.0,0.0,1.0,0.5
64294,0.0,0.0,0.0,0.0,0.0,0.0,0.89136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
91853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936,0.55874,0.0,0.0,0.0,0.0,0.0,0.3
115533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36633,0.0,0.80815,0.0,0.0,0.0,1.0,0.9
86411,0.76373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
8672,0.0,0.0,0.0,0.0,0.0,0.77028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
26158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61244,0.0,0.0,0.92713,0.0,0.0,0.0,0.0,1.0
28819,0.0,0.0,0.0,0.0,0.0,0.85964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
48856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39092,0.0,1.0,0.9
91597,0.0,0.77505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
42498,0.0,0.0,0.0,0.0,0.0,0.0,0.94167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58149,0.0,0.0,0.0,0.82515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80658,0.0,0.0,0.85681,0.0,0.0,0.0,1.0,0.8
65792,0.0,0.0,0.0,0.0,0.0,0.0,0.45037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
107315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88551,0.0,0.43553,0.0,0.0,0.0,0.0,0.0,0.2
1056,0.0,0.0,0.0,0.0,0.0,0.77962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39776,0.0,0.0,1.0,0.9
64115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
69740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83781,0.0,0.0,0.0,1.0,0.8
2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90066,0.0,0.0,0.69454,0.0,0.0,0.0,1.0,0.7
86526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
78,0.76348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
103731,0.0,0.0,0.0,0.0,0.0,0.58651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
64415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79613,0.0,0.0,1.0,1.0
56328,0.0,0.76444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
33237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89381,0.0,0.0,0.0
23719,0.0,0.0,0.0,0.0,0.0,0.0,0.79173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17510,0.0,0.0,0.0,0.0,0.0,0.4091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
14298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628,0.0,0.0,1.0,0.6
60906,0.0,0.0,0.0,0.0,0.0,0.63174,0.0,0.0,0.0,0.85563,0.86135,0.0,0.0,0.0,0.0,0.0,0.1
22380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3537,0.0,0.0,1.0,1.0
91976,0.0,0.0,0.0,0.0,0.0,0.0,0.80256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99429,0.0,0.78266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
37654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62783,0.55228,0.0,0.0,0.0,0.0,0.0,1.0,0.4
103051,0.0,0.80021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
114440,0.0,0.0,0.0,0.0,0.0,0.0,0.92086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44137,0.59012,0.79847,0.59012,0.0,0.0,0.0,0.3
56691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
41620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71379,0.0,0.0,0.0,0.0,0.0,1.0,0.6
16396,0.0,0.79664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
111893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85021,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39178,0.89297,0.85644,0.0,0.89297,0.0,0.0,0.0,0.2
69528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73451,0.91382,0.0,0.0,0.0,0.0,0.0,0.1
20127,0.0,0.0,0.0,0.0,0.0,0.0,0.8567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96301,0.0,0.0,0.0,0.0,0.0,0.80474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87755,0.0,0.82413,0.0,0.0,0.0,0.0,1.0,0.4
24022,0.0,0.0,0.0,0.0,0.0,0.52103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8913,0.0,0.0,1.0,1.0
20694,0.0,0.0,0.0,0.0,0.0,0.58775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36514,0.0,0.0,0.0,0.85023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88622,0.0,0.0,0.0,0.0,0.0,1.0,0.4
29153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56619,0.0,0.0,0.2
110894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
12615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91935,0.0,0.0,0.0,1.0,1.0
37632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80402,0.25184,0.0,0.0,0.0,0.0,0.0,1.0,0.3
23171,0.0,0.0,0.0,0.0,0.0,0.85208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17968,0.0,0.0,0.0,0.0,0.0,0.0,0.81318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87459,0.0,1.0,0.9
19261,0.0,0.0,0.0,0.0,0.0,0.0,0.8069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71287,0.75432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36749,0.0,1.0,0.5
85733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34832,0.28964,0.0,0.0,0.0,0.0,0.0,1.0,0.7
106409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65126,0.0,0.0,0.0
25904,0.79444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
36527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83725,0.0,0.0,1.0,1.0
72151,0.78779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
107213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
6690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87902,0.0,0.0,0.0,1.0,1.0
16431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86428,0.89867,0.0,0.0,0.0,0.0,0.0,1.0,0.6
116457,0.0,0.0,0.0,0.0,0.0,0.83386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3948,0.83569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
1409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
15678,0.0,0.0,0.0,0.0,0.0,0.0,0.91744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59244,0.0,0.0,1.0,0.8
83775,0.0,0.0,0.0,0.0,0.0,0.88328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,0.0,0.0,0.0,0.0,0.0,0.0,0.80016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
75840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90013,0.0,0.0,0.0,0.0,0.0,0.4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57656,0.536,0.80587,0.46984,0.0,0.0,0.0,0.1
14610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
40380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
38786,0.0,0.0,0.0,0.0,0.0,0.0,0.84556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15569,0.0,0.0,0.0,0.0,0.0,0.27599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
3472,0.0,0.0,0.0,0.8617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111433,0.0,0.0,0.0,0.83171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88703,0.0,0.0,0.0,0.0,0.0,0.0,0.88661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8554,0.0,0.88099,0.8554,0.92698,0.0,0.0,0.0,0.5
42391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27498,0.58361,0.0,0.0,0.0,0.8
50185,0.0,0.0,0.0,0.0,0.0,0.0,0.80709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
91825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66181,0.0,0.0,0.0,1.0,0.3
8085,0.0,0.0,0.0,0.0,0.83103,0.0,0.0,0.0,0.76777,0.0,0.84904,0.0,0.0,0.0,0.0,0.0,0.5
79265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76362,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2701,0.0,0.0,0.0,0.0,0.0,0.25687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84093,0.0,0.0,0.0,0.0,1.0,0.1
99175,0.0,0.0,0.0,0.76366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6763,0.0,0.0,0.0,1.0,0.4
105775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74808,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82056,0.0,0.0,1.0,0.8
82056,0.0,0.0,0.0,0.0,0.0,0.0,0.85726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45701,0.0,0.0,0.0,1.0
105377,0.0,0.77542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
42083,0.79314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
53004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71310,0.0,0.0,0.0,0.0,0.0,0.0,0.93724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
110490,0.0,0.0,0.0,0.0,0.0,0.0,0.81738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67883,0.0,0.0,0.0,0.85874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
102941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53997,0.0,0.0,0.0,0.0,1.0
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80665,0.0,0.0,0.1
18959,0.0,0.0,0.0,0.0,0.0,0.53401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47117,0.0,0.0,0.0,0.0,0.0,0.0,0.27083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45209,0.0,0.0,0.0,0.80059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
77554,0.0,0.0,0.0,0.81642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62909,0.0,0.0,1.0,1.0
83857,0.78985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
95527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81202,0.0,0.0,0.0,0.0,0.0,0.0,0.89605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47146,0.0,0.0,0.0,0.0,0.0,0.0,0.89074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9012,0.64045,0.0,0.90124,0.0,0.0,0.0,1.0,0.4
21476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69202,0.0,0.0,1.0,1.0
446,0.0,0.0,0.0,0.78806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
46832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32667,0.0,0.0,1.0,1.0
100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77606,0.0,0.0,1.0,0.0
22221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90486,0.0,0.0,0.0,1.0
48492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
52518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33842,0.0,0.0,1.0,1.0
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.0,0.0,1.0,1.0
63010,0.0,0.0,0.0,0.88594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21041,0.84072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71084,0.0,0.0,0.501,0.0,0.0,1.0,0.8
10645,0.75653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
79691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
101473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84515,0.0,0.0,0.0,1.0,0.6
91754,0.0,0.0,0.0,0.0,0.0,0.0,0.68529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
80473,0.0,0.0,0.0,0.0,0.0,0.36764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66438,0.0,1.0,0.4
98918,0.0,0.78236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
83896,0.0,0.0,0.0,0.82734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,1.0
110604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84721,0.88205,0.84721,0.0,0.89509,0.0,0.0,0.0,0.1
96791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34123,0.0,0.0,1.0,1.0
76171,0.0,0.0,0.0,0.81356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
24806,0.0,0.0,0.0,0.0,0.0,0.0,0.41686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
40360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90131,0.0,0.0,0.0,0.0,0.0,1.0,0.2
98878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91115,0.0,0.0,0.0,1.0,1.0
20552,0.0,0.0,0.0,0.0,0.0,0.0,0.86304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
6369,0.0,0.82409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
115789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392,0.0,0.0,0.83079,0.3392,0.0,0.0,0.0,0.5
79706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61183,0.0,0.61183,0.0,0.43166,0.0,0.0,1.0,0.3
113014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70297,0.0,0.0,0.0,0.0,0.0,0.1
112444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44096,0.0,1.0,0.1
12324,0.0,0.76947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
60268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75676,0.91306,0.0,0.0,0.0,0.0,0.0,1.0,0.9
77129,0.0,0.0,0.0,0.0,0.0,0.29918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
97092,0.0,0.0,0.0,0.0,0.0,0.0,0.78348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71877,0.0,0.0,0.0,0.0,0.0,0.0,0.90668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32747,0.0,0.0,0.0,0.0,0.0,0.0,0.87527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
61102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95252,0.0,0.0,0.0,1.0,1.0
56028,0.78269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
80410,0.77839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79448,0.0,0.0,0.8
117834,0.82252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
30713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74427,0.0,0.0,0.2
39209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73262,0.0,0.0,0.0,0.0,0.0,0.52625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
77365,0.0,0.77291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3416666666666667
87847,0.0,0.0,0.83588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
1435,0.0,0.0,0.0,0.0,0.0,0.0,0.86349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
116553,0.0,0.0,0.0,0.0,0.0,0.81794,0.0,0.0,0.60063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
104591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
32903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72181,0.0,1.0,0.0
43706,0.0,0.76636,0.0,0.0,0.0,0.0,0.0,0.44714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
88323,0.0,0.0,0.0,0.0,0.0,0.61043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48761,0.85263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
35546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
