,Bedroom,Dinning,Livingroom,Bathroom,Kitchen,bench,snowboard,surfboard,chair,couch,potted plant,bed,dining table,tv,y_test,y_pred
12978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154,0.0,0.1
86620,0.0,0.0,0.0,0.0,0.0,0.0,0.4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
84047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90153,0.0,0.0,0.70304,0.0,0.0,0.2
102592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
63209,0.0,0.0,0.0,0.0,0.0,0.0,0.77459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43147,0.0,0.0,0.0,1.0
59734,0.0,0.78039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
94800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89873,0.0,0.0,0.0,0.0,0.0
45574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34973,0.0,0.0,0.0,0.0,0.0,0.7
107958,0.0,0.0,0.0,0.0,0.0,0.0,0.52057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43339,0.0,0.0,0.0,0.0,0.0,0.0,0.92688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65079,0.0,0.0,0.93235,0.0,0.0,1.0,1.0
101701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91499,0.0,0.0,0.0,0.0,0.0,0.0,0.4
31369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39813,0.0,0.0,0.61547,0.0,1.0,0.5
46426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65711,0.0,0.0,0.0,0.0,0.0,0.2
110293,0.0,0.0,0.0,0.0,0.0,0.9322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41070,0.0,0.0,0.85821,0.0,0.0,0.0,0.0,0.0,0.81146,0.0,0.0,0.0,0.0,0.0,0.0,0.1
78967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487,0.0,0.0
28080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37162,0.0,1.0
66870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87052,1.0,0.0
101775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45333,0.0,0.0,0.0,0.0,0.0,0.0,0.5
72592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545,0.0,0.0,1.0,1.0
48999,0.0,0.0,0.0,0.0,0.0,0.88298,0.0,0.0,0.0,0.55661,0.0,0.0,0.0,0.0,0.0,0.3
30350,0.0,0.0,0.0,0.0,0.0,0.9083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29282,0.0,0.0,0.0,0.0,1.0,1.0
36941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92935,0.0,0.1
62325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33057,0.0,0.0,1.0,0.9
90753,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.40786,0.0,0.30825,0.0,0.0,0.0,0.3
100359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
52340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32221,0.0,0.0,1.0
112153,0.0,0.0,0.0,0.8246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
26872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54749,0.0,0.0,0.0,0.0,0.0,0.0,0.8
17591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55561,0.0,1.0,1.0
78922,0.0,0.0,0.0,0.0,0.0,0.72819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35376,0.0,0.0,0.57869,0.0,0.0,1.0,0.3
102799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3009,1.0,0.5333333333333333
15241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30564,0.0,1.0,1.0
3534,0.0,0.0,0.0,0.0,0.0,0.0,0.66425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14053,0.0,0.0,0.0,0.0,0.0,0.0,0.92989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94214,0.0,0.0,0.0,0.0,0.0,0.0,0.89203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
113560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70213,0.43494,1.0,0.9
17955,0.0,0.0,0.0,0.0,0.0,0.81535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
64977,0.0,0.0,0.0,0.0,0.0,0.37345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62924,0.0,0.0,0.0,0.0,0.0,0.37158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355,0.0,0.4
56481,0.0,0.0,0.0,0.0,0.0,0.70552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74483,0.0,0.0,0.48749,0.0,0.0,1.0,0.9
64456,0.0,0.0,0.0,0.0,0.0,0.0,0.87577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
59489,0.0,0.0,0.0,0.0,0.0,0.73902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41029,0.0,0.0,0.76791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85047,0.0,0.0,0.0,0.0,0.0,0.0,0.3
43457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67984,0.61649,0.0,0.0,0.0,0.0,1.0,0.6
116007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91949,0.0,0.0,0.34629,0.0,0.0,1.0,0.5
88382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41435,0.0,0.0,1.0,0.8
59875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86234,1.0,0.7
6479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86273,0.0,0.0,0.73495,0.0,0.0,1.0,1.0
80203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8786,0.0,0.0,0.0,0.0,0.0,0.0,0.1
108791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93138,0.0,0.5
11491,0.0,0.0,0.0,0.0,0.0,0.0,0.93003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
114964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
19036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
20641,0.0,0.81828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34738,0.0,1.0,0.9
39801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52949,0.0,0.0,0.0,0.0,0.92174,0.0,0.3
66627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75149,0.0,0.0,0.0,0.0,0.0,0.0,0.88323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
112386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62972,0.8751,0.0,0.0,0.0,0.0,1.0,0.8
100232,0.0,0.0,0.0,0.0,0.0,0.0,0.79055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
100985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73235,0.0,0.0,0.0,0.0,0.0,0.0,0.1
69847,0.0,0.0,0.0,0.75166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34682,0.68559,0.0,0.0,0.0,1.0,0.6
84133,0.0,0.0,0.0,0.0,0.0,0.53585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69636,0.0,0.0,0.0,1.0
16276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75288,1.0,0.1
4237,0.0,0.82199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
65671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93097,0.0,0.0,0.0,0.0,0.0
35609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87028,0.92678,0.0,0.0,0.0,1.0,0.3
74041,0.0,0.0,0.0,0.0,0.0,0.30986,0.0,0.0,0.0,0.30986,0.0,0.0,0.0,0.0,0.0,0.2
14641,0.0,0.0,0.0,0.0,0.0,0.39339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91296,0.0,0.0,1.0
81508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.33409,0.25802,0.0,0.0,0.0,0.0,1.0,0.9
7129,0.0,0.0,0.0,0.0,0.0,0.34085,0.0,0.0,0.80455,0.0,0.0,0.57893,0.0,0.0,1.0,0.0
64844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48144,0.0,1.0,0.7
15887,0.0,0.0,0.83984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
22083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37511,0.0,1.0,0.3
31371,0.0,0.76202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91862,0.0,0.0,1.0,1.0
73204,0.0,0.0,0.0,0.81119,0.0,0.0,0.0,0.0,0.84363,0.0,0.0,0.0,0.0,0.0,0.0,0.2
42127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33361,0.0,0.0,1.0,0.2
68627,0.0,0.0,0.0,0.0,0.0,0.0,0.84898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16609,0.0,0.0,0.0,0.0,0.0,0.87403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15400,0.0,0.7896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
73477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45784,0.0,0.0,1.0,0.8
9846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61473,0.0,0.8
114661,0.8275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71673,0.0,0.75901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4833333333333334
10024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71767,0.0,1.0,1.0
69924,0.0,0.0,0.0,0.0,0.0,0.70715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39586,0.0,0.78781,0.0,0.0,0.0,0.76977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
10436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89736,1.0,0.0
96475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82944,0.8523,0.85832,0.0,0.0,0.0,0.0,0.2
16586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84797,0.0,1.0,1.0
24938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7354,0.0,0.0,0.0,0.0,0.0,1.0
92090,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97493,0.0,0.0,0.0,0.0,0.0,0.77786,0.0,0.0,0.82909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89451,0.90951,0.0,0.89451,0.0,0.0,0.0
98455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78386,0.0,0.0,0.0,0.0,0.0,1.0,0.1
38644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
115179,0.0,0.0,0.77742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29249,0.0,1.0,1.0
97295,0.0,0.0,0.0,0.0,0.0,0.68354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115523,0.0,0.0,0.0,0.0,0.78413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91701,0.0,0.0
35435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
106825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65008,0.26558,0.70951,0.0,0.4511,0.0,0.0,0.4
14504,0.0,0.76843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
115519,0.0,0.0,0.0,0.0,0.0,0.85839,0.0,0.0,0.0,0.85839,0.0,0.0,0.0,0.0,0.0,0.9
80099,0.0,0.0,0.0,0.0,0.0,0.0,0.55056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89434,0.0,0.0,0.0,0.0,0.0,1.0,0.3
44155,0.0,0.82178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
40045,0.0,0.82114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
76703,0.0,0.79035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75
7489,0.0,0.0,0.0,0.0,0.0,0.76278,0.0,0.0,0.79429,0.0,0.9466,0.0,0.0,0.0,0.0,0.0
33214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87008,0.0,1.0,0.7
84654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72314,0.0,0.0,0.0,0.0,0.0,1.0
105775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74808,0.0,0.0,0.0,0.0,1.0,0.0
11243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40104,0.0,0.0,0.0,0.0,0.0,1.0,0.6
25378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59687,0.0,0.0,0.0,0.0,0.0,1.0,0.1
19773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29221,0.0,0.9
16543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82725,0.42816,0.7894,0.0,0.43397,0.0,0.0,0.0
63502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69811,0.0,1.0,1.0
97457,0.0,0.0,0.0,0.0,0.0,0.74132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
109406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27845,0.0,1.0,1.0
70796,0.0,0.0,0.0,0.0,0.0,0.32052,0.0,0.0,0.0,0.32052,0.0,0.64408,0.0,0.0,0.0,0.2
3389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37276,0.0,0.0,1.0
91470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36342,1.0,1.0
113912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28365,0.0,0.0,0.0,0.0,0.0,1.0,0.3
60953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39197,0.0,0.3
44499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82472,0.0,0.1
69626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214,0.0,0.0
83915,0.0,0.82287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
64828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8482,0.0,0.0,0.45547,0.0,0.0,1.0,0.7
89119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8231,0.0,0.0,0.0,0.0,1.0,0.4
59853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52124,0.0,0.54046,0.0,0.0,0.0,0.0,0.6
67549,0.0,0.0,0.0,0.0,0.0,0.77065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
13212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26808,0.0,1.0,1.0
15420,0.0,0.0,0.0,0.0,0.0,0.4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
22679,0.0,0.0,0.0,0.0,0.76538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26699,0.0,0.2
76556,0.0,0.75811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
108496,0.0,0.0,0.0,0.0,0.0,0.0,0.69607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98708,0.0,0.0,0.0,0.0,0.0,0.27953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
61928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
88835,0.0,0.0,0.0,0.0,0.0,0.36006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20018,0.0,0.0,0.0,0.0,0.0,0.52863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22835,0.0,0.77079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9
29366,0.0,0.80885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
38514,0.0,0.0,0.0,0.0,0.0,0.32538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106198,0.0,0.0,0.0,0.0,0.0,0.0,0.87497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48561,0.0,0.0,0.0,0.78439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26209,0.8278,0.0,0.0,0.0,0.0,0.0,0.7
104348,0.0,0.0,0.0,0.0,0.0,0.43537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61576,0.0,0.0,0.0,0.0,0.0,0.8
75431,0.0,0.0,0.0,0.0,0.0,0.0,0.74124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31555,0.0,0.0,0.0,0.79124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
111495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31467,0.0,0.0,0.0,0.78101,0.0,0.0,0.0,0.4
96655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90505,0.0,0.7
66199,0.0,0.0,0.0,0.0,0.0,0.41458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41053,0.0,0.0,0.0,0.0,0.84489,1.0,0.3
117654,0.0,0.0,0.0,0.0,0.0,0.0,0.76597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91538,0.68758,0.0,0.0,0.0,0.0,0.0,0.5
117920,0.0,0.0,0.0,0.77014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3583333333333333
1753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30358,0.0,0.9
99731,0.0,0.0,0.0,0.0,0.0,0.33286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6199,0.78388,0.78388,0.0,0.0,0.0,0.0,0.7
2543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82803,0.0,0.0,0.0,0.0,1.0,1.0
71771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72923,0.0,1.0,0.8
42544,0.0,0.0,0.0,0.0,0.0,0.56412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91347,0.3954,0.0,0.0,0.0,0.0,0.0
93637,0.0,0.0,0.0,0.0,0.0,0.91178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39114,1.0,1.0
48528,0.0,0.0,0.0,0.78051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
98720,0.0,0.0,0.0,0.0,0.0,0.3561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93130,0.7589,0.0,0.0,0.0,0.0,0.66924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
12281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53044,0.0,0.0,1.0,0.7
28827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82748,0.9029,0.0,0.0,0.0,0.0,0.0,0.6
106796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61209,1.0,0.6
92866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85383,0.0,0.8
60883,0.0,0.0,0.0,0.0,0.0,0.0,0.54243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13415,0.0,0.0,0.0,0.80035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
89820,0.0,0.77511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
44638,0.81424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83601,0.0,0.0,1.0,0.6
49495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90015,0.90894,0.0,0.0,0.0,0.0,0.0,0.6
14209,0.0,0.0,0.0,0.0,0.0,0.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
